Age,Trial,WMD,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
A,3,20,-85.50592,-55.4224,-63.00384,-20.112,11.55584,-17.70752,-62.0816,-6.51456,-39.08416,-52.76352,-9.36064,6.3104,9.44672,-22.13376,-19.27104,-8.68064,
A,3,21,22.22944,-5.8768,0.4016,-9.23424,17.46784,19.87744,20.4384,-8.99936,2.01408,9.704,12.2496,19.21664,4.77152,1.61888,0.57248,9.94048,
A,3,22,-31.13024,-14.472,-6.74496,5.87488,-0.06752,-9.02048,-10.86432,1.35392,-9.392,-35.82112,-14.90624,-31.43872,-24.33344,-30.7088,-33.0368,-11.47552,
A,3,23,2.74816,-23.78016,-55.5552,-54.10912,-32.03808,-23.34432,-19.4336,-42.41152,-34.24896,10.12064,-19.81792,-8.50432,-16.73856,-20.9344,-20.3296,-1.4096,
A,3,24,-57.15232,-68.72064,-98.5072,-68.62624,-5.5136,-11.20256,-37.13056,-39.21888,-45.6416,-34.51136,-41.37696,-7.82688,1.22048,-3.92544,1.76832,2.33376,
A,3,25,-346.76864,-135.22112,-243.0496,-125.90144,-109.96416,-83.83456,-107.00256,-104.49568,-41.88864,-62.98784,-113.33696,-83.44544,-66.3584,-98.91072,-76.83936,-43.34592,
J,3,1,195.01184,107.78912,219.76352,134.24736,169.59616,72.87136,82.95456,85.84224,79.7776,60.75648,34.81696,84.176,38.86912,30.6944,31.05472,-22.67776,
J,3,2,193.82976,125.63008,142.42144,123.70976,111.86368,90.66688,67.29792,23.60512,46.5472,17.00384,52.13536,43.76448,29.83776,2.11552,6.63168,-24.6336,
J,3,3,85.82112,183.33664,200.67904,246.32128,101.816,132.9744,67.20896,89.51328,37.25696,35.50848,31.0288,7.75744,12.69504,17.4944,-2.68288,-6.7712,
J,3,4,72.07456,254.35104,113.15424,156.32448,164.272,67.26336,18.4496,122.9072,70.21856,44.67264,46.98112,41.87488,37.67264,16.40128,13.30144,22.85472,
J,3,5,207.25024,8.99968,121.83616,85.51872,72.02912,56.03008,24.74144,44.77952,7.06944,43.9008,47.45344,-4.14688,3.0704,65.46688,25.35296,5.94624,
J,3,6,49.27552,266.33344,115.99776,140.312,-4.01248,118.25536,117.42112,87.43072,145.5808,17.14208,61.65408,62.6912,94.48064,42.65408,57.88608,56.032,
J,3,7,111.04032,305.06944,117.22016,223.0544,130.70912,95.73152,123.5408,59.0848,83.93088,59.92736,-4.89824,36.80192,6.3248,18.72864,17.2576,20.96128,
J,3,8,98.38656,29.50752,58.54784,18.59872,36.96576,13.33856,19.968,14.31712,10.36448,-4.15392,5.33216,5.43296,0.61536,4.62528,0.7632,-2.59616,
J,3,9,12.16352,82.52512,41.60768,36.28096,52.00128,54.94112,33.25952,15.54592,23.22528,6.28128,23.77984,8.87648,-13.736,10.00192,15.95808,8.11424,
J,3,10,-7.87168,86.68,79.13984,77.69344,40.09056,101.14976,41.84864,36.872,31.88288,19.27456,25.66752,21.44128,-33.49344,31.69792,18.6416,15.69728,
J,3,11,143.6176,58.18144,28.04192,125.42208,83.12384,33.17888,68.69632,43.00704,51.38112,73.04096,13.25216,58.45248,0.23744,-19.35968,14.46784,21.00224,
J,3,12,19.24512,343.62048,171.75904,170.87424,246.18112,155.21024,73.86656,109.46016,53.22624,80.64352,78.12448,47.29952,54.31616,13.24096,61.46144,-22.4496,
J,3,13,226.79232,428.23104,254.15552,313.728,197.31904,229.7056,155.45696,60.7904,79.14688,87.67456,58.00736,82.224,43.22208,18.24256,67.38752,43.75904,
J,3,14,105.15328,218.92224,146.17888,126.13408,127.68384,61.38112,39.5776,30.64448,33.0384,41.37216,32.82688,0.928,12.1312,12.0688,22.0688,11.68512,
J,3,15,117.49792,13.01728,75.07584,32.62272,21.75296,26.06976,42.13248,67.23072,-29.62112,24.89216,22.6112,-13.05472,8.0384,24.22688,-11.77056,27.6896,
J,3,16,52.45664,250.70656,79.81568,216.94048,151.344,121.07456,126.95456,72.54368,77.5088,47.14336,18.90272,66.99648,61.47712,25.87104,11.14048,37.96928,
J,3,17,105.4464,-366.02816,-101.53088,38.13152,-88.73056,-93.78592,-226.98016,-79.2016,-40.68928,9.87296,-48.39648,-261.96384,27.5984,-89.49696,-42.82528,38.19808,
J,3,18,-45.04704,-51.19392,-47.25312,-2.05152,9.09056,95.95904,-3.24224,-11.02048,-22.88928,11.928,70.3904,35.29536,-29.72768,7.6112,10.25568,31.9552,
J,3,19,-6.21152,42.8704,55.27584,62.55104,12.23008,34.2544,41.64896,6.62688,19.15488,21.67648,-3.8064,6.01888,22.47072,-7.98976,17.9424,0.88,
J,3,20,80.89536,182.15584,136.73728,191.94016,81.63616,43.95744,195.76992,58.77056,2.46624,97.16128,61.9008,82.68864,24.90272,26.90368,56.44736,41.49792,
J,3,21,88.90272,68.94208,37.87104,123.05632,102.26976,59.24,58.01824,55.66368,51.5936,20.90592,46.90368,10.91104,28.19392,24.39264,15.33344,28.05728,
J,3,22,-14.2624,13.34528,10.23232,-8.87136,-28.66976,4.98112,13.45344,-32.79488,-62.23328,21.16736,-44.17632,-18.88224,-53.27392,-34.88448,36.84384,11.5296,
J,3,23,38.43776,-87.89792,-92.256,-16.17568,60.99904,33.14016,-95.58368,1.28096,82.63744,-10.16,14.72736,-14.43136,-21.07296,-19.55936,8.9632,-62.1152,
J,3,24,48.44576,-51.18048,64.38592,126.87616,30.34624,34.104,24.45792,30.17472,29.51136,-6.11232,55.41472,36.1392,-1.43392,16.11968,36.9456,13.59296,
J,3,25,19.448,-211.17632,-11.18816,2.72512,-86.7712,-129.16128,-51.98272,65.33056,-94.81056,-123.0544,-86.21312,-50.99168,-91.00096,-35.71936,23.40928,9.78432,
A,4,1,-18.45888,-27.88096,-8.83712,-5.81984,-4.51968,-6.65888,-4.608,-0.56992,0.16672,0.69632,-6.312,-0.4416,2.38624,,,,
A,4,2,87.32928,34.97632,-30.34624,-16.85504,2.17888,35.67872,-6.19392,-21.2016,10.66496,-30.42528,-7.95648,0.57632,-13.92352,,,,
A,4,3,57.968,24.91776,-4.11936,15.05344,4.2944,-26.1312,-2.7616,-2.592,4.43584,1.7376,-8.08192,-2.98144,-13.16736,,,,
A,4,4,46.68768,34.0352,28.14336,24.33088,22.56384,14.86784,22.84672,29.36288,3.50528,34.616,24.0928,3.87392,5.25952,,,,
A,4,5,36.6304,48.3792,15.25152,27.95232,67.33664,48.4368,49.7104,10.84192,-8.4576,42.12736,15.27936,8.67104,1.83776,,,,
A,4,6,87.6288,9.12384,11.3168,-3.4,1.00256,21.9056,10.03072,1.16544,3.968,6.52032,5.304,2.84224,8.56416,,,,
A,4,7,72.51968,52.39712,65.5552,18.58528,25.37664,5.29536,6.38624,7.696,10.97216,12.11424,26.5888,4.55424,-11.86944,,,,
A,4,8,41.98272,13.70304,9.77568,5.51584,17.20448,-8.6928,6.29888,7.14272,22.4208,5.832,9.44032,1.26592,-4.11904,,,,
A,4,9,-57.85632,0.40096,18.26976,-28.50112,-30.0144,35.48672,-5.392,16.8816,23.54816,-1.19072,-4.01728,-0.81312,28.14336,,,,
A,4,10,-75.88064,17.048,-179.61152,-96.1424,-26.46592,-43.5392,-25.94624,-54.14912,-14.6048,-59.50304,-50.6576,-74.1472,-106.38592,,,,
A,4,11,141.0944,60.4016,75.83936,64.29792,46.61536,42.30112,34.83904,18.9552,9.09088,11.65856,9.64992,6.17056,-2.55712,,,,
A,4,12,131.83008,49.8624,40.45216,68.88352,28.1984,20.55168,15.98784,-2.67744,-2.35232,-0.1312,8.25248,4.03968,-0.78176,,,,
A,4,13,15.88096,17.2832,23.3552,6.47008,10.85696,-8.94048,45.28352,30.16608,1.91968,20.83168,23.33248,-20.32224,7.36416,,,,
A,4,14,5.8064,-62.93152,-12.5888,-2.8272,-3.9136,-9.58688,-9.52832,-4.0992,-6.46496,-10.5664,-35.90048,-35.95584,-17.67136,,,,
A,4,15,-57.75776,-112.82976,-19.67456,-50.9136,0.90496,-23.20448,5.08768,-4.70816,-10.64,-23.65632,-19.74304,-21.51488,-38.17952,,,,
A,4,16,196.87584,93.31456,116.73952,65.26336,49.6992,49.96928,61.22176,31.78496,4.9952,12.11456,7.5936,16.35872,6.4176,,,,
A,4,17,183.70912,86.61472,91.00192,56.16608,47.56736,44.73536,44.20864,31.59552,35.44544,34.01888,14.59072,23.08416,9.3728,,,,
A,4,18,-16.10016,20.8,-39.85184,-23.76736,-13.74176,-28.18656,-21.89536,-7.32384,1.00608,-1.368,-15.35936,-33.91136,-48.74496,,,,
A,4,19,-239.49792,-169.9936,-162.29664,-81.74912,-89.15936,-94.48256,-81.8384,-67.56384,-98.86432,-61.90656,-76.87872,-64.24096,-111.58976,,,,
A,4,20,-75.064,-3.36448,-60.88352,10.0336,2.69632,-4.65856,-50.54944,-35.61504,-31.16064,0.78592,-6.16896,-33.3488,-33.28192,,,,
A,4,21,100.0784,28.86208,19.9056,15.41152,14.74304,5.44032,12.8752,3.11776,2.33568,3.50048,3.29504,-0.43072,3.34016,,,,
A,4,22,132.46656,79.64864,75.97664,106.8384,63.08416,47.7632,42.42848,30.36288,12.13312,1.12768,-12.07104,19.88416,8.17024,,,,
A,4,23,-34.85984,-21.79648,-33.79744,6.44544,-15.90336,-4.90016,6.7024,5.7776,-11.3248,6.34048,11.01824,-22.968,-34.71296,,,,
A,4,24,-45.2112,-26.67072,-49.86272,-67.1456,-9.23424,-19.49152,-24.05216,-52.98112,-32.56576,-99.10464,-67.2032,-61.56512,-74.12864,,,,
A,4,25,25.0048,-5.7808,11.1584,-18.25088,-10.45664,4.46112,4.8672,3.0736,-2.96768,5.17632,7.60192,6.15456,2.9872,,,,
J,4,1,34.2608,8.95552,32.98752,10.51328,25.15424,22.13984,14.48448,10.38752,1.35488,0.0464,6.31968,9.53056,11.82304,,,,
J,4,2,38.60896,69.18336,43.79936,92.77152,140.3696,41.20512,43.3632,106.8512,-50.85024,50.42336,55.14752,17.89472,81.97248,,,,
J,4,3,138.53472,187.89728,163.93728,126.71072,56.8816,93.39744,110.7904,105.56704,46.49888,10.65568,35.61312,31.01728,33.91584,,,,
J,4,4,220.68832,194.03232,111.45408,149.84736,113.31104,135.8064,63.00064,28.82688,153.05504,83.97536,51.67616,18.41312,39.36128,,,,
J,4,5,175.3824,37.9328,111.94368,153.52416,86.36096,120.59072,105.77248,29.28736,137.64384,49.70016,92.57376,53.87744,58.89952,,,,
J,4,6,-3.57952,247.76672,59.4352,68.52896,71.98336,33.21856,37.46432,46.30016,39.0656,16.96064,16.52992,17.288,8.28576,,,,
J,4,7,99.3472,200.94464,84.5824,159.93888,76.8848,95.4032,52.62528,67.90496,31.8,69.42304,19.40544,13.3632,6.24032,,,,
J,4,8,88.81824,136.69856,77.26016,114.12896,44.49248,43.03648,65.6912,72.07424,24.61728,62.99552,29.0032,2.05888,28.22368,,,,
J,4,9,44.9312,274.29216,34.62912,132.984,190.33536,-18.5072,122.35872,92.4,29.87872,73.49024,70.35936,76.42944,-86.63584,,,,
J,4,10,81.71904,-250.07328,39.7392,59.05568,-53.95104,23.50272,-72.14112,100.29472,-94.32928,-20.1056,-44.99584,-153.01376,-70.67584,,,,
J,4,11,145.3664,423.22176,245.50656,206.24064,150.56352,142.61536,79.67968,77.82208,44.14656,24.78368,26.41792,16.87296,13.3264,,,,
J,4,12,453.63456,325.4464,304.01376,139.7504,119.63328,115.93696,69.54784,70.54336,37.21568,31.64384,15.67232,12.0256,6.64032,,,,
J,4,13,102.47424,282.416,189.90112,177.30208,104.93824,211.45856,79.39584,61.448,95.46528,74.64704,-6.53216,84.92,-42.86336,,,,
J,4,14,-75.66592,18.70464,24.4768,8.13024,33.37824,32.57152,7.49728,-7.51136,4.44256,-39.9104,-23.85024,20.2128,-17.2304,,,,
J,4,15,-43.11488,22.70144,-0.99392,78.74976,23.9376,86.11168,72.23488,30.73024,-3.64672,-17.2912,42.7824,-20.71904,-10.61344,,,,
J,4,16,92.37024,426.04864,201.79008,235.96224,126.19552,164.43616,120.87616,86.42752,99.71904,51.80544,78.00288,24.7744,70.66464,,,,
J,4,17,118.30848,479.00736,210.25504,219.88256,167.76992,173.568,108.5472,110.56992,72.67296,77.85472,69.70624,55.39232,-5.97312,,,,
J,4,18,115.08096,-81.62816,49.64064,29.18336,17.32416,12.15168,15.94816,-17.59776,8.62144,34.50688,-81.66272,-24.872,31.7248,,,,
J,4,19,-68.31968,-61.79264,38.6096,88.888,-67.93152,21.21152,91.55168,-60.39168,88.38304,-43.97472,10.5216,-149.65888,-58.20512,,,,
J,4,20,99.41664,44.33184,155.73696,190.56608,112.76672,38.8224,160.50656,73.54592,124.64928,82.50912,29.66208,17.83552,10.58624,,,,
J,4,21,88.32704,213.53184,85.02304,105.14816,58.06144,67.54624,40.7824,29.43936,27.53888,33.072,22.97248,19.86784,8.9456,,,,
J,4,22,152.48512,408.67264,293.55712,191.47808,184.75072,132.72608,122.81696,100.48256,87.14848,90.54784,83.00544,32.77856,57.65984,,,,
J,4,23,-24.02464,-35.02176,34.00512,-30.15552,9.98496,6.51072,-15.9168,-41.00352,37.39264,17.00384,-49.79552,-8.47872,23.42048,,,,
J,4,24,8.296,-62.32736,-60.44416,43.10144,-30.6528,-34.47104,-59.9584,-16.80704,-166.90528,-47.23136,-69.67744,-46.08544,-51.67872,,,,
J,4,25,22.09824,28.79168,-21.90912,11.3904,34.7232,10.94112,14.02656,2.04128,19.93856,7.52544,7.67136,5.65088,11.38688,,,,
A,5,1,157.17792,48.09856,80.5776,38.1568,25.79552,13.63168,18.85792,5.31008,17.25824,24.592,40.43968,37.26208,20.83808,8.97504,7.0848,,
A,5,2,21.7456,35.51968,22.47552,-10.06912,-35.86368,-10.6272,-9.6224,-13.98592,-34.14208,-24.24064,-14.11584,-12.91296,-22.16128,5.44032,4.48064,,
A,5,3,85.11904,75.51264,59.30816,59.81024,43.9408,25.9472,10.70976,14.0336,9.1408,47.86592,40.10176,43.69792,25.61728,32.3808,27.75936,,
A,5,4,162.63712,49.76096,58.32928,29.84608,-29.02304,10.01088,18.38816,12.2864,20.31456,14.85888,22.384,15.93312,27.4768,6.44608,6.55168,,
A,5,5,9.92576,9.43328,3.1072,-10.95488,15.6304,25.71136,-0.59296,13.9984,24.69952,-3.44704,17.6784,20.07872,-4.71168,2.13248,1.50432,,
A,5,6,38.9136,18.10432,19.89984,-14.04,-4.68096,-8.17504,1.58912,10.74784,12.68512,0.17472,7.74592,-4.48096,3.37024,-9.28,0.84608,,
A,5,7,-9.408,20.29248,2.03296,6.72672,1.25824,1.66336,29.76672,-30.63744,-1.65312,6.03072,5.1088,8.2816,32.72288,1.872,14.58688,,
A,5,8,2.90144,-15.2416,-36.22848,-49.62784,-10.93536,9.2784,-19.39712,-28.58016,13.75808,4.1952,-23.6368,-35.72672,-12.81248,-30.61376,-19.00832,,
A,5,9,30.58016,8.20768,-41.36256,-16.87616,-6.96832,-0.60352,-29.83904,-16.47584,-26.17632,-8.6976,-10.82944,-29.90176,-14.27392,-1.79712,0.19008,,
A,5,10,150.3744,64.30144,47.4784,48.3824,42.89504,24.87264,41.66144,33.03136,23.53632,13.4384,10.37952,9.07328,8.07648,21.85664,-5.31264,,
A,5,11,5.06432,9.68608,23.44832,-7.13664,-28.07008,-3.32032,-13.55616,-1.06048,-10.99264,-11.74304,4.93792,26.97856,13.12832,6.73888,19.05568,,
A,5,12,-33.81344,8.80832,-9.54848,-45.86496,-50.51648,-41.3728,-46.30656,-15.46624,-8.43104,-10.98496,-20.8544,4.7552,-27.71904,-17.90208,-29.22304,,
A,5,13,-81.97728,-93.45216,-101.01504,-69.25056,-84.95808,-73.20896,-73.83168,-54.592,-32.20832,-65.84032,-95.42432,-54.93536,-46.48128,-31.02784,-46.31392,,
A,5,14,-342.84224,-237.84288,-247.43008,-285.4944,-339.10624,-299.59936,-240.89568,-311.56896,-250.42528,-259.60032,-185.77536,-221.41792,-254.55616,-203.51392,-259.63456,,
A,5,15,-195.6672,-110.23552,-145.81312,-143.66208,-171.04608,-194.11456,-168.4784,-99.10208,-93.264,-86.10752,-130.69024,-92.36128,-151.5696,-85.86944,-87.60736,,
A,5,16,-67.49856,-62.48672,-22.40864,-80.61248,-98.2848,-30.63232,3.91136,-31.53184,4.51552,14.01728,-14.728,-4.7856,12.92224,-16.0768,-29.36608,,
A,5,17,146.36832,42.43104,-28.0864,-70.95648,-46.7568,-38.78368,-11.79008,-60.06208,-13.52512,-2.74368,-24.47328,-30.9232,-2.06752,4.096,6.04032,,
A,5,18,137.46144,69.8176,38.17184,28.6272,14.55584,9.57344,30.59744,31.46368,17.63264,20.04448,15.87616,19.64384,7.816,10.03136,19.2816,,
A,5,19,68.52384,26.44128,17.99776,10.13824,8.35168,44.01408,21.99616,29.29696,18.30272,12.31232,20.10016,11.65312,10.91712,18.27904,3.45504,,
A,5,20,4.76096,8.7088,18.87936,-27.19616,-8.216,1.51296,1.40416,5.51648,-12.4016,5.00992,1.12896,-5.29248,-6.21088,0.20672,-4.90624,,
A,5,21,21.1392,66.64,39.92224,38.98112,28.93472,10.09216,5.1504,7.22848,4.63136,3.06432,3.8816,7.08768,6.51424,7.59616,5.36576,,
A,5,22,193.9568,138.07168,139.35488,65.86272,74.87616,47.68928,68.832,40.41216,39.1728,30.7824,27.70144,29.86368,27.66432,18.23008,17.5856,,
A,5,23,183.2992,150.82912,135.59232,106.90208,76.21184,59.59552,47.85248,24.93664,32.13184,19.9424,17.33088,8.67936,9.00544,9.07136,17.26752,,
A,5,24,478.83616,240.24416,189.78912,125.73632,102.53792,69.42816,46.05088,34.15776,20.86656,18.82976,10.80096,9.72992,4.33728,1.26624,2.07296,,
A,5,25,319.21184,107.87136,102.00576,59.58144,40.73216,28.31008,30.224,25.36128,11.34176,16.2672,5.2544,-0.3296,2.35424,-0.94048,3.76,,
J,5,1,81.4368,638.7504,251.03584,333.80768,191.3312,252.46944,117.85504,113.424,135.61728,134.40928,111.7024,87.92928,74.56512,90.94496,51.03296,,
J,5,2,155.29984,303.62432,139.36192,187.70208,174.16896,159.09824,118.27936,71.3472,87.43168,89.94464,40.55744,60.73344,111.90464,92.64416,73.24864,,
J,5,3,329.5472,431.55168,358.53376,319.9216,223.40512,266.51872,212.78848,133.50016,210.21248,120.06112,173.368,100.45472,118.14016,107.6016,27.09248,,
J,5,4,29.33376,610.00352,241.59616,249.23072,239.23584,212.83776,176.49088,148.45536,122.62912,109.21888,80.95648,102.01536,59.3664,59.69632,71.63584,,
J,5,5,75.48352,106.7728,40.5392,145.42624,96.48896,45.71104,92.25376,54.64256,32.3968,86.95776,45.24864,9.24064,42.14784,25.41568,24.7856,,
J,5,6,252.09888,114.03776,110.70112,89.57728,85.29248,104.20544,63.58816,84.89568,43.84,59.4864,16.62208,30.10176,8.26752,25.66368,25.48384,,
J,5,7,214.16576,263.85664,238.29216,196.12128,147.24416,198.24192,98.34912,141.31296,148.88256,151.97408,78.53568,162.94688,79.03232,129.15904,129.61728,,
J,5,8,63.37088,48.25024,94.95872,83.66848,63.13248,16.23968,21.40032,75.824,42.22688,-7.91008,20.59136,59.94304,-18.81248,40.32768,72.20128,,
J,5,9,228.71968,145.85504,206.74944,192.46944,91.75904,70.0416,149.22016,18.17824,63.54592,89.90432,61.34976,66.33536,59.37408,47.18912,17.96672,,
J,5,10,258.768,440.0688,332.57632,265.3872,205.03776,230.70144,129.9072,127.03264,119.69344,96.92192,74.60128,73.77696,90.04416,28.34432,9.45728,,
J,5,11,53.29184,196.30464,83.28736,140.38432,138.62272,111.7408,109.37856,81.97056,68.14368,92.80736,91.9648,38.54784,40.13024,76.26336,23.11712,,
J,5,12,134.90592,86.77024,2.18848,23.31136,31.12864,-1.6224,47.13152,54.59616,32.80864,-7.95712,51.53728,-27.25344,41.08576,18.38688,-17.37024,,
J,5,13,-8.4544,6.05888,16.44288,-28.09408,-5.08672,-7.82048,35.672,32.9792,-43.04032,-54.1744,38.09408,23.3504,15.488,15.43392,-48.25984,,
J,5,14,-113.2832,-44.95392,-160.60576,-162.08224,-101.53856,7.68512,-239.4448,-2.096,-113.21088,26.81632,-150.58272,-112.08736,17.56288,-142.71552,2.45344,,
J,5,15,120.48768,-38.79136,43.48448,-35.9936,-29.62976,115.536,98.01024,40.94688,104.288,-52.05184,62.472,-14.15968,56.62048,96.86048,75.48832,,
J,5,16,196.12256,364.29152,57.46016,106.16224,190.91776,218.47744,118.76064,231.17408,183.76928,131.79456,113.25376,119.85792,97.44032,110.89344,133.85664,,
J,5,17,215.75968,411.85088,195.43776,262.28928,203.08992,240.72384,114.28448,197.69888,188.7504,89.69088,130.81536,138.00256,142.39712,90.43008,-28.66624,,
J,5,18,217.86528,433.8224,248.16704,284.56736,161.13504,212.16576,166.86336,110.5664,155.64512,93.67744,116.29728,58.3504,78.77664,88.0176,105.63648,,
J,5,19,61.38432,230.52224,109.57216,117.97792,159.37088,102.912,96.40928,83.55712,54.36736,80.13952,55.64288,75.91264,68.68992,31.98176,9.51648,,
J,5,20,266.29088,90.00288,80.3456,124.27296,117.93888,54.16608,51.64384,4.94528,57.12832,32.78848,22.76864,27.52224,26.6768,6.4848,1.84384,,
J,5,21,287.57984,67.70208,153.06944,112.80896,43.2,53.94784,52.3168,21.36608,22.7136,16.87968,15.66688,14.22752,24.68864,6.6656,8.48128,,
J,5,22,317.29632,566.77984,331.06784,373.7984,206.24864,259.70752,175.00928,149.43872,134.12928,128.44416,84.76544,98.60224,60.9808,51.88832,30.55616,,
J,5,23,527.55808,426.75008,320.63328,243.6704,200.72128,153.30336,129.384,107.68064,78.91776,68.2992,39.35648,49.10848,16.17568,35.99808,14.53792,,
J,5,24,592.02912,903.36544,475.01184,401.16096,293.35168,219.51008,142.15488,97.06752,88.88384,57.70272,56.73696,32.99936,31.36192,20.54912,18.61216,,
J,5,25,158.98208,584.42336,238.54144,279.1008,149.19904,157.88128,89.9024,62.22912,60.81408,36.12384,22.83136,25.30176,3.38784,11.1248,2.11648,,
